1,create,を創り出す/を引き起こす
2,increase,増加する/を増やす
3,improve,を向上させる/よくなる
4,mean,を意味する/(…する)つもりである(to do)
5,own,を所有している/(事実・罪など)を認める
6,include,を含む
7,consider,を見なす/について考える
8,allow,を許す/を与える/(〜を)考慮に入れる(for)
9,suggest,を提案する/を暗示する
10,produce,を生産する/を取り出す
11,decide,を決める/に決着をつける
12,offer,を提供する・申し出る
13,require,を要求する/を必要とする
14,share,を共有する/を分担する
15,store,を保存する/を蓄える
16,tend,傾向がある/を世話する
17,concern,[受身形で]心配している/[受身形で](〜に)関係する(with)/に関連する
18,describe,について述べる/を説明する
19,involve,を関与させる/を伴う
20,reduce,を減らす/を(〜に)変える(to)
21,design,を設計する/を計画する
22,force,を強いる/を強要する
23,limit,を制限[規制]する
24,bear,に耐える/を負う/を産む/を(心に)抱く
25,affect,に影響を及ぼす/を感動させる
26,deal,{deal withで}を処理する/{deal inで}を商う/を分配する
27,avoid,を避ける
28,relate,を関連づける/(〜に)関連する(to)
29,realize,に気づく/を実現する
30,encourage,を奨励する/を励ます
31,compare,を比較する/を(〜に)例える(to)
32,measure,を測る/を(比較して)評価する
33,exist,存在する/生存する
34,mark,に印をつける/を(記号で)示す/に汚れをつける
35,challenge,に異議を唱える/(人)に挑む
36,depend,頼る/〜次第である
37,object,反対する/(…)と言って反対する(that節)
38,demand,を要求する
39,found,を設立する/(理論など)を(〜に基づいて)築く(on)
40,complete,を完成させる/仕上げる
41,idea,考え/思いつき/理解/見解/概念
42,accord,一致/合意・協定
43,company,会社/{集合的に}仲間/(仲間と)一緒にいること/一座
44,interest,興味/利子/利害
45,research,(〜についての)研究・調査(into/on/in)
46,cause,原因/理由/大義
47,reason,理由/(…する)根拠(to do)/理性/分別
48,effect,影響・効果/結果
49,influence,影響(力)
50,situation,状況/(人の置かれた)立場
51,environment,環境
52,skill,技能/熟練
53,matter,事柄/問題/(〜s)事態/(the〜)困難/物質
54,view,(〜についての)見解(on/about)/(〜に対する)(特定の)見方(of)/眺め
55,value,価値/価格/評価/{〜s}価値観
56,species,(生物の)種/種類
57,thought,考え/思考
58,knowledge,知識/知っていること/認識
59,memory,記憶(力)/(〜の)思い出(of)
60,practice,実践・実行/(社会の)慣習/練習
61,benefit,利益・恩恵/給付金
62,theory,学説/理論/原理/推測
63,issue,問題(点)/発行(物)/発表
64,experiment,(〜を対象とする)実験(on)
65,article,記事/条項/品物
66,focus,焦点/関心の的
67,subject,話題/科目/主題/被験者
68,project,計画/事業/研究計画
69,quality,質/特質
70,role,役割/(俳優などの)役
71,term,(専門)用語/(〜s)条件/(〜s)間柄/学期
72,statement,声明/主張/明細書
73,material,材料・素材/資料/記事
74,evidence,証拠
75,source,(〜の)源・根源(of)/出所・情報源
76,community,(共同)社会・〜界/地域社会/地域住民
77,technology,科学技術/応用技術
78,culture,文化/教養/耕作/養殖/培養
79,appropriate,(〜に)適切な(for/to)
80,likely,ありそうな
81,possible,可能な/可能性のある
82,individual,個々の/個人の
83,public,公の/公衆の/公開の
84,common,共通の/普通の/一般の
85,certain,確信して/確かな/ある/一定の
86,similar,似ている・類似した/同様の
87,recent,最近の
88,major,主要な/大きい(ほうの)/長調の
89,patient,忍耐強い/勤勉な
90,particular,特定の/特別の/(〜について)やかましい(about)
91,physical,身体の/物質的な/物理学の
92,various,さまざまな/いくつかの
93,available,手に入る/利用できる/手が空いている
94,native,出生地の/原産の/生得の
95,political,政治(上)の
96,due,予定された/(支払)期日で/しかるべき
97,blank,空白の/無表情な/がらんとした
98,ancient,古代の/昔からの
99,correct,正しい/適切な
100,despite,〜にもかかわらず
101,notice,に気づく
102,refer,言及する・ 関連する/参照する
103,approach,に近づく/に取り組む
104,wonder,かなと思う/(に)驚く(at)
105,imagine,(を)想像する/(を)推測する
106,recognize,を識別できる/を認める
107,solve,を解く・解明する/(困難などを)解決する
108,occur,起こる/心に浮かぶ：現れる
109,argue,と主張する/議論する
110,claim,と主張する/を(自分のものとして)要求する
111,express,を表す・述べる
112,draw,を引き出す/を引く/を描く/近づく
113,waste,を浪費する・無駄にする
114,advance,を進歩させる/を進める/進歩する/進む
115,spread,を広める/広がる
116,prepare,を準備する/を調理する/(〜のために)準備をする(for)
117,gain,を獲得する/(を)増す
118,achieve,を達成する/を成し遂げる
119,establish,を確立する/を設立する
120,supply,を供給する
121,suppose,と思う/と仮定する
122,perform,(を)行う/(を)演じる/(を)演奏する
123,prefer,のほうを好む
124,determine,を決定する/を正確に知る
125,treat,を扱う/を治療する
126,prove,を証明する/判明する・わかる
127,apply,を適用[応用]する/申し込む/(〜に)適用される(to/in)
128,mention,に言及する/と言う
129,communicate,(〜と)情報交換をする(with)/を伝達する
130,contain,を含む/を収容する/(感情など)を抑える
131,contact,と連絡を取る/接触する
132,regard,を見なす/を見る/を評価する
133,respect,を尊敬する/を尊重する
134,search,捜す/を捜索する/を詳しく調べる
135,connect,をつなぐ/を関連づける
136,decline,減少する/衰退する/を断る
137,prevent,を妨げる/を防ぐ
138,suffer,苦しむ/患う/(苦痛など)を経験する
139,survive,を切り抜けて生き残る/より長生きする/生き延びる
140,publish,を出版する/を公表する
141,opportunity,機会
142,task,(課せられた)仕事・作業/課題/タスク
143,industry,産業/勤勉
144,medium,(情報伝達の)媒体/手段
145,economy,経済(状況)/経済圏/節約
146,policy,政策・方針/(個人の)主義
147,account,説明/勘定/口座
148,trade,貿易/商売・取引
149,model,模範/モデル/模型/型
150,figure,数字/姿/人物/図表
151,cell,細胞/独房/電池
152,image,印象・イメージ/画像/像
153,emotion,感情・情動/感動
154,stress,ストレス/圧力/強調
155,decade,１０年間
156,range,範囲/射程距離/(同類の)組
157,character,性格・個性/特徴/登場人物/文字
158,advantage,利点/優勢/有利
159,phrase,句/成句/言葉遣い
160,damage,損害・損傷/{〜s}損害賠償
161,impact,影響/(激しい)衝突/衝撃(力)
162,method,方法/体系/秩序
163,resource,{通例〜s}資源/{通例〜s}資金/才覚
164,region,地域/領域/部位
165,medicine,薬/医学
166,detail,{〜s}詳細(な情報)・細部
167,feature,特徴/{通例〜s}顔つき/特集記事(番組)
168,function,機能/関数
169,access,利用・入手/接近(の機会・方法・権利)
170,item,品目・項目/(同種の中の)〜個/(短い)記事
171,income,収入/所得
172,attitude,態度/考え方・心構え
173,site,用地・場所/跡地/(ウェブ)サイト
174,aspect,(物事の)側面/観点/様相
175,structure,構造/体系/構造物
176,habit,習慣・癖
177,link,関連・つながり/(２地点を結ぶ)交通手段/リンク
178,instance,(具体的な)例・実例/(特定の)場合
179,positive,肯定的な/積極的な/確信して/(検査結果が)陽性の
180,negative,否定的な/消極的な/(検査結果が)陰性の
181,complex,複雑な/複合(体)の
182,current,現在の/現代の/通用している
183,mental,精神の/知能の/頭の中で疑う
184,specific,特定の/明確な・具体的な/(〜に)特有の(to)
185,significant,重要な・重大な/意義深い
186,essential,(〜に)必要不可欠な(to/for)/本質的な
187,official,共用の/公式の/役所の
188,financial,財政(上)の/財界の
189,academic,学問の/大学の
190,aware,気づいて・知って
191,worth,(…する)に値する(doing)/の価値がある
192,potential,潜在的な/可能性に秘めた
193,active,積極的な/活動的な/効力のある
194,digital,デジタル方式の/デジタル[数字]表示の
195,mobile,可動[移動]式の/流動性のある
196,novel,斬新な・目新しい
197,plastic,柔軟な/プラスチックの・ビニールの
198,chemical,化学の・化学的な
199,necessary,必要な
200,eventually,結局(は)
201,identify,を特定する/を(〜と)同一視する(with)
202,represent,を表す/を代表する/に相当する
203,indicate,を指し示す/を述べる
204,manage,をなんとか成し遂げる/を管理する
205,attend,に出席する/(を)世話する/(〜に)対処[対応]する(to)
206,maintain,を維持する/と主張する/を養う
207,survey,を調査する/をじろじろ見る/を概観する
208,replace,に取って代わる/を取り替える
209,sort,を(〜に)分類する(into)/を(〜から)えり分ける(from)
210,conduct,(調査・実験など)を実施する/を導く
211,associate,を結び付けて考える/(〜と)交際する(with)
212,attempt,を試みる・企てる
213,promote,を促進する/{通例受身形で}昇進する
214,earn,を稼ぐ/を得る/をもたらす
215,unite,を団結させる/(を)結合する/団結する
216,feed,に食べ物[乳]を与える/に(〜を)供給[補給]する(with)/餌を食べる
217,seek,を追い求める/(助けなど)を要請する
218,observe,に気づく/を観察する/を遵守する
219,reveal,を明らかにする/を見せる
220,estimate,と推定する/を見積もる/を評価する
221,reflect,を反映する/(を)反射する/(を)熟考する
222,attract,を引きつける
223,decrease,減少する/を減らす
224,ignore,を無視する
225,match,(と)合う/に匹敵する/一致する
226,define,を定義する/を明確にする
227,adapt,適応する/を(〜に)適合させる(to)
228,contribute,貢献する・一因となる/(を)寄付する/(を)寄稿する
229,exchange,(を)交換する/両替する
230,display,を示す/を発揮する/を展示[陳列]する
231,respond,反応する/答える
232,hide,を隠す/隠れる
233,doubt,ではないと思う/を疑う
234,remove,を取り除く/を解雇する
235,wind,(ねじなど)を巻く/(道などが)曲がりくねる/巻き付く
236,assume,を当然のことと思う・と仮定する/(権力など)を手に入れる/(責任などを)引き受ける
237,relax,くつろぐ/緩む/をくつろがせる/を緩める
238,satisfy,を満足させる/(条件など)を満たす
239,desire,を強く望む
240,succeed,(〜に)成功する(in)/(〜を)継承する(to)
241,concept,概念/考え/(商品・販売の)コンセプト
242,fashion,流行・ファッション/方法・流儀
243,device,装置・機器/方策/デバイス
244,charge,料金/世話/管理/告発
245,contrast,(〜との)対照(with/to)
246,colleague,(職場の)同僚
247,pain,苦痛・痛み/苦悩/{〜s}骨折り
248,bill,請求書/法案
249,content,内容・中身/コンテンツ
250,section,部門/部分/地区/欄
251,audience,{集合的に}聴衆・観客/視聴者
252,surface,表面/{the〜}外見
253,crop,{しばしば〜s}作物/収穫高
254,topic,話題・トピック/主題
255,technique,技術/技巧/手法
256,status,地位/状態
257,option,選択(の自由)/選択肢
258,reward,報酬/報い
259,race,人種/民族/競争
260,crime,罪・犯罪/違法行為
261,conflict,争い/論争/不一致
262,struggle,闘い/懸命の努力
263,context,状況・背景/文脈
264,debate,討論・論争/討論会
265,fuel,燃料/勢いを増加させるもの
266,pollution,汚染・公害
267,trend,(〜への)傾向(toward)/流行
268,balance,均衡・バランス/(体の)平衡/残高
269,traffic,交通/通行/交通[輸送]量/(不正)取引
270,strategy,戦略
271,basis,基礎/根拠/基準
272,consequence,{通例〜s}結果/重大性
273,aim,目的・目標/狙い
274,ancestor,祖先/原型
275,gene,遺伝子
276,track,跡/軌道/(鉄道の)番線/走路
277,revolution,革命/回転/(天体の)公転
278,progress,進歩/前進
279,cognitive,認知の
280,ideal,理想的な/観念的な
281,efficient,効率的な/有能な
282,universal,普遍的な/宇宙の/万能の
283,vast,莫大な/広大な
284,extra,追加の・余分の/別勘定の
285,entire,全体の・全部の/完全な
286,familiar,精通している/よく知られている
287,obvious,明らかな
288,moral,道徳(上)の・倫理的な/道徳的な
289,ordinary,一般の・普通の/並の
290,equal,(〜に)等しい(to)/匹敵する/平等な
291,previous,以前の・前の
292,FALSE,間違った/虚偽の/偽の
293,rare,まれな・珍しい/希少な
294,legal,法律の/合法の
295,independent,(〜から)独立した(of/from)
296,extreme,極端な/極度の・過激な
297,actual,実際の・現実の
298,willing,いとわない・かまわないと思う
299,urban,都市の/都会的な
300,whereas,〜するのに(対し)・〜する一方
301,predict,を予言[予測]する
302,examine,を調べる/を診断する/を尋問する
303,trust,を信頼する/を(信頼して)託す
304,stick,を動けなくする/を突き刺す/(〜に)くっつく(to/on)
305,emerge, 現れる/明らかになる/台頭する
306,vary,さまざまである/変わる/を変える
307,release,を放出する/を解放する/を発表する
308,divide,を分ける/分かれる
309,enable,(人)が…できるようにする/を可能にする
310,judge,(を)判断する/に判決を下す
311,rely,頼る
312,engage,を従事させる/を(〜として)雇う(as)/(〜に)従事する(in/with)
313,shift,を変える・移す/変わる/移動する
314,adopt,を採用する(態度など)をとる：を養子にする
315,acquire,を得る/を習得する
316,expand,(を)拡大する：(を)詳説する
317,refuse,を拒む/を断る/拒絶する
318,strike,の心を打つ/を襲う/を打つ/(に)ぶつかる
319,repeat,(を)繰り返す/を復唱する
320,consume,を消費する/を食べる・飲む
321,confuse,を混同する/を当惑させる
322,select,を選ぶ・えり抜く
323,evolve,(徐々に)発展する/進化する
324,convince,を納得[確信]させる
325,recall,を思い出す/を呼び戻す
326,destroy,を破壊する/(人)を壊滅させる
327,preserve,を保存する/を保持する/を保護する
328,organize,を準備する/を組織する
329,warn,(人)に(〜を)警告[注意]する(of/against)
330,address,(問題など)に対処する/演説する/(手紙など)を(〜宛てに)出す(to)
331,operate,を操作する/機能する/手術する
332,participate,参加する
333,surround,を取り巻く/にまつわる
334,flow,流れる/(〜から)生じる(from)
335,bore,(人)を退屈させる/うんざりさせる
336,complain,(と)不平[苦情]を言う/訴える
337,host,を主催する/のホスト役を務める
338,combine,を(〜と)結びつける(with)/(〜と)結びつく(with)
339,extend,を伸[延]ばす/伸びる/及ぶ
340,appreciate,を正当に評価する/を鑑賞する/を感謝する
341,target,(到達・攻撃)目標/的
342,element,要素・成分/元素/{an〜ofで}少しの
343,principle,原則・原理/主義・信条
344,phenomenon,現象
345,atmosphere,{the〜}大気/雰囲気
346,origin,起源/源
347,personality,個性・性格
348,capacity,(最大)容量・収容能力/(潜在)能力
349,profit,利益/収益(率)/得
350,circumstance,{通例〜s}状況・事情/境遇
351,manner,{〜s}作法/方法/物腰
352,threat,脅威/(悪い)兆し/脅迫
353,resident,居住者/滞在者
354,wealth,冨/資源/富裕
355,institution,機関/協会/施設/制度
356,authority,{通例the〜ties}(関係)当局/権威/権限
357,vote,投票/投票結果/{the〜}選挙権
358,sight,光景/{the〜s}名所/見(え)ること/視野/視力
359,campaign,運動/軍事行動
360,fund,{しばしば〜s}基金・資金
361,web,{the W-}ウェブ/(クモの)巣
362,symbol,象徴・シンボル/記号/標章
363,analysis,分析(結果)
364,version,(本・製品などの)版/解釈
365,perspective,観点・見方/大局観/遠近法
366,crisis,危機
367,disaster,災害/惨事
368,lecture,講義・講演/説教
369,psychology,心理学/心理(状態)
370,gender,(社会的・文化的)性・性別
371,custom,(社会的)慣習/{〜s}税関/{〜s}関税
372,court,裁判所・法廷/裁判/宮廷/中庭
373,desert,砂漠/不毛の地
374,soil,土地・土壌/(悪事などの)温床
375,agriculture,農業/農学・畜産
376,fossil,化石/時代遅れの人[物]
377,document,(公)文書・書類/記録・資料
378,vocabulary,語彙
379,intelligent,聡明な/知能を有する
380,conscious,意識して・気づいて
381,capable,能力がある/有能な
382,accurate,正確な/精密な
383,fundamental,基本的な/必須の
384,artificial,人工の/不自然な
385,firm,確固たる/堅固な/安定した
386,overall,総合的な/全体的な
387,rural,田舎の・田園の
388,military,軍の・軍事(用)の
389,nuclear,核の・原子力の
390,biological,生物学(上)の
391,constant,絶え間ない/一定の
392,severe,(人・規律・事態・天気などが)厳しい/猛烈な
393,visual,視覚の/目に見える
394,enormous,莫大な・巨大な
395,convenient,便利な・都合のいい
396,domestic,家庭の/国内の/(動物が)飼いならされた
397,mass,大規模な・大量の/大衆(向け)の
398,typical,典型的な/(〜に)特有の(of)
399,overseas,海外へ[に、で]
400,nevertheless,それにもかかわらず
401,demonstrate,を論証[証明]する/デモをする
402,behave,振る舞う/作動する
403,educate,を教育する/に教える/(能力など)を養う
404,purchase,を購入する
405,recommend,を勧める
406,admit,(を)(しぶしぶ)認める/に(〜への)入場[入学など]を認める(to/into)
407,generate,を生み出す/(電気など)を発生させる
408,explore,(を)調査[探究]する/(を)探検[探査]する
409,amaze,をびっくりさせる
410,tear,を引き裂く/裂ける
411,settle,を解決する/(に)移り住む/を落ち着かせる
412,afford,を持つ[する]余裕がある/を与える
413,conclude,と結論づける/を締めくくる/を締結する
414,advertise,を宣伝する/(〜を求める)広告を出す(for)
415,encounter,に遭遇する/に(思いがけず)出会う
416,remind,に思い出させる
417,locate,{受身系で}位置する/の位置を探し当てる
418,aid,を援助する・助ける
419,bite,(を)かむ・(に)かみつく/(を)刺す
420,deliver,を配達する/(演説・抗議)をする/子を産む
421,perceive,に気づく/を知覚する/を理解する
422,distinguish,を区別する
423,imply,を暗に意味する/を必然的に伴う
424,handle,を処理する・扱う/を論じる/を商う
425,praise,を(〜のことで)賞賛する(for)/賛美する
426,appeal,訴える/抗議する/(上級審に)上訴する
427,insist,(を)強く主張する/要求する
428,compete,競う/{通例否定分で}(〜に)匹敵する(with)
429,rank,を位置づける・評価する/(ある地位に)位置する
430,deny,を否定する/を拒む
431,reject,を拒否する
432,intend,を意図する
433,expose,をさらす/を暴露する/を露出する
434,favor,に賛成する/を好む/をひいきする
435,inspire,(人)を奮起させる/を喚起する
436,propose,を提案する/をもくろむ/結婚を申し込む
437,spell,(語)をつづる/という語になる
438,breathe,呼吸する/を吸う
439,repair,を修理する/を修復する
440,consist,(〜から)成る(of)/(〜に)ある(in)
441,comment,意見・コメント/批判
442,instruction,{通例〜s}指示/{〜s}(製品の)使用書
443,religion,宗教/信条/信仰(心)
444,neighborhood,地域/近所
445,laboratory,実験室・研究室
446,presence,存在/欠席/面前
447,confidence,自信/信頼/秘密
448,harm,害・損害
449,instrument,器具/楽器
450,category,部類・区分/範疇
451,capital,資本/首都/大文字
452,outcome,結果/成果
453,notion,概念・観念/見解/意向
454,review,(書物などの)論評/再調査/復習
455,trait,特性
456,diversity,多様性/相似点
457,victim,犠牲(者)/被害者
458,occasion,場合・時/行事/機会
459,facility,施設・設備/機能/才能
460,stock,在庫品/蓄え/株
461,conference,会議/協議
462,humanity,人類/人間生/人情/{(the)〜ties}人文科学
463,dialect,方言
464,proportion,割合/部分/釣り合い
465,tip,助言・秘訣/チップ/先端
466,lawyer,弁護士
467,stuff,(漠然と)物/素材/素質
468,comfort,快適さ/慰め
469,philosophy,哲学/原理/人生観
470,mammal,哺乳動物
471,quantity,量/分量
472,landscape,風景/領域/状況
473,tribe,部族/仲間
474,organ,器官・臓器/組織/(パイプ)オルガン
475,trial,試み・(品質・性能などの)試験/裁判/試用期間
476,norm,規範/標準
477,code,規範/暗号/法典
478,substance,物質/実体/趣旨
479,multiple,多様な/種々雑多な
480,numerous,非常に数の多い
481,narrow,狭い/細い/限られた
482,widespread,広範囲にわたる/広く普及した
483,sufficient,(〜に/…するのに)十分な(for/to do)
484,proper,適切な/正式の/{名刺の後ろで}主要な/(〜に)固有の(to)
485,linguistic,言語の・言語学の
486,annual,年１回の・例年の/1年間の
487,contemporary,現代の/同時代の/同年輩の
488,contrary,(〜と)反対の(to)
489,strict,(規則などが)厳しい/厳格な
490,civil,市民の/民間の/民事の
491,odd,奇妙な/奇数の
492,unknown,不明の/(〜に)知られていない(to)・無名の
493,superior,より優れた
494,sensitive,敏感な/神経質な/微妙な
495,violent,(人・気質などが)激しい/暴力的な
496,virtual,仮想の/事実上の
497,regardless,(〜に)かまわない・無頓着な(of)
498,immediate,即座の/当面の/すぐそばの/直接の
499,crucial,重要な
500,somewhat,いくぶん・多少
501,interpret,を解釈する/(を)通訳する
502,translate,を翻訳する/を(〜に)変える(into)
503,concentrate,(を)集中する
504,request,に(…するように)頼む(to do)/要請する
505,criticize,を批判する/を批評する
506,overcome,を克服する
507,obtain,を得る
508,inform,に知らせる/情報を提供する
509,ensure,を確実にする/を守る
510,announce,を発表[公表]する・知らせる/(物事が)を告げる
511,grant,(人)に(許可・権利など)を与える/を認める
512,freeze,凍る/を凍らせる/(計画・資金など)を凍結する
513,oppose,に反対する/に対抗[対比]させる
514,differ,異なる
515,hate,をひどく嫌う/を残念に思う
516,emphasize,を強調する/を重視する
517,employ,を雇う/を使う
518,credit,(功績など)を(〜に)帰する(to)/を信じる
519,transform,を変える/変わる
520,construct,を建設する/を構成する
521,arise,生じる
522,beat,を打ち負かす/(を)打つ・たたく
523,regret,を後悔する
524,alter,を変える/変わる
525,absorb,を吸収する/を併合する/を夢中にさせる
526,disappoint,を失望させる/(希望など)をくじく
527,cure,を治す/を取り除く/(病気が)治る
528,transport,を輸送する/を運ぶ
529,rush,急いで行く/性急に行動する/をせき立てる
530,hang,を掛ける/を絞首刑にする/を垂れ(下が)る
531,blame,を責める/の責任を負わせる
532,ban,を(法的に)禁止する/を締め出す
533,fascinate,を魅了する
534,recover,回復する/を取り戻す
535,celebrate,を祝う/を挙行する
536,manufacture,を製造する/をでっち上げる
537,interact,影響し合う/相互に作用する
538,arrange,の段取りをつける/を手配する/を配置する
539,adjust,を調整する/を適合せせる/順応する
540,confirm,を確認する/を裏付ける
541,insight,見識/理解(力)/洞察力
542,innovation,革新/新機軸
543,budget,予算/経費
544,fee,料金/謝礼
545,expense,{〜s}経費/費用/犠牲
546,debt,借金・負債/恩義
547,loan,貸付金・融資/貸すこと
548,duty,義務/{しばしば〜ties}職務/関税
549,alarm,不安・恐れ/警報装置
550,emergency,緊急(事態)
551,democracy,民主主義・民主政治/民主国家
552,minister,大臣/(プロテスタント系の)聖職者
553,fellow,仲間・同僚/同級生/男
554,candidate,(〜の)候補(者)(for)/志願者
555,corporation,(大)企業/法人
556,stereotype,固定観念/決まり文句
557,route,道(筋)/路線・ルート/(〜の)手段(to)
558,disorder,障害・(心身の)不調/混乱
559,depression,憂うつ/うつ病：不況/低気圧
560,weapon,兵器・武器
561,immigration,(他国からの)移民・移住/入国管理
562,barrier,(〜に対する)障壁(against/to)/防壁
563,disadvantage,不利(な点)/障害/(信用などの)損失
564,mood,気分/機嫌/雰囲気
565,motion,動き・動作/運動/動議
566,routine,決まり切った仕事/いつもの手順
567,discipline,規律・しつけ/訓練/懲戒/学問分野
568,myth,作り話/神話
569,hypothesis,仮説/憶測
570,physician,医師/内科医
571,client,顧客/(弁護士などの)依頼人
572,colony,植民地/集団居住地/(動植物の)コロニー
573,statistics,統計/統計学
574,grain,穀物/粒/きめ
575,ingredient,材料・成分/(成功の)要因
576,treasure,宝物・財宝/財産
577,contract,契約(書)/協定
578,welfare,福祉・幸福
579,prime,主要な・最も重要な/最適な/極上の
580,curious,好奇心の強い/奇妙な
581,dramatic,劇的な/演劇の
582,distinct,明らかに異なる/明瞭な
583,anxious,心配して/切望して
584,vital,必要不可欠な/活気のある/生命にかかわる
585,conventional,従来の/月並みな
586,abstract,抽象的な
587,minor,重要でない/小さい
588,extraordinary,並はずれた/異常な・驚くべき
589,stable,安定した/動じない
590,flexible,融通の利く・柔軟な
591,brief,簡潔な/短い
592,aggressive,攻撃的な：意欲的な
593,visible,(目に)見える/明白な
594,unexpected,思いがけない・不意の
595,ethnic,民族の・人種の/民族特有の
596,alien,(〜にとって)異質の(to)/外国の/宇宙人の
597,initial,初めの
598,exact,正確な/まさにその
599,precise,正確な/精密な/まさにその
600,latter,後者の・後半の
601,commit,(commit oneselfまたは受身系で)献身する/(罪など)を犯す/を投入する
602,stimulate,を刺激する
603,enhance,(価値など)を高める・増す
604,pursue,を追求する/に従事する
605,react,反応する/化学反応を起こす
606,disagree,不賛成である/意見が食い違う
607,stare,じっと見る/を見つめる
608,abandon,を捨てる/を放棄する/断念する
609,quit,をやめる/(場所)を去る
610,capture,をとらえる/をとりこにする
611,transfer,を写す/を伝える/移る/乗り換える
612,bother,を悩ます/(〜を)気にかける(about/with)
613,persuade,を説得する/に確信させる
614,rent,を貸借りする/を賃貸しする
615,breed,を繁殖させる・育てる/繁殖する
616,invest,(を)投資する/に(〜を)与える(with)
617,reserve,を予約する/を取っておく/(判断など)を保留する
618,trace,(足跡・期限など)をたどる/を捜し出す
619,illustrate,を説明する/に挿絵を入れる
620,advise,に忠告[助言]する/(を)助言する
621,convey,を伝える/を運ぶ・運搬する
622,attach,を(取り)付ける/を付与する
623,stretch,を伸ばす/を広げる/伸びる/及ぶ
624,puzzle,を当惑させる
625,disturb,をかき乱す/を妨害する/を動揺させる
626,crash,衝突する・墜落する/をぶつけて壊す
627,cope,うまく対処する
628,permit,を許可する
629,impress,を感動させる/に印象を与える
630,suspect,ではないかと思う/(人)を疑う
631,upset,を動揺させる/をだめにする
632,frighten,(人)を怖がらせる
633,import,を輸入する/を取り込む
634,export,(を)輸出する
